video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label,review_reason,suggested_issue
s99K_WyajB8,training,302,7,291,324,fry the spring rolls in oil and serve with ketchup,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cook-Heat|Plate; connector suggests a multi-step sentence
EyAdFQJv2LY,training,313,1,19,22,hold the fish in the other hand,Prep,margin_below_0.01;top1_below_0.35,top label is barely separated from second label; top similarity score is too low
PHpk4ITk-SE,validation,126,4,91,112,remove the air and lock the cover,Idle,top1_below_0.35;low_confidence_sensitive_label,top similarity score is too low; Idle prediction is low-confidence and needs manual confirmation
PHpk4ITk-SE,validation,126,6,143,148,open the cover and reseal it and put it into the fridge,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
PHpk4ITk-SE,validation,126,9,326,331,wrap it along with other vegetables to make tacos,Cut,margin_below_0.01,top label is barely separated from second label
9rS18VIXt1w,training,403,2,141,155,toss the noodles,Prep,margin_below_0.01,top label is barely separated from second label
We4NsM_moJQ,training,413,3,165,174,peel and chop carrot and daikon into strips and put in a bowl,Prep,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Prep|Cut; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
We4NsM_moJQ,training,413,9,284,311,put mayo meat prepared vegetables cilantro and green chili between the buns,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
We4NsM_moJQ,training,413,10,324,330,squeeze some sauce in it and cover the sandwich to serve,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,strong action groups detected: Cook-Heat|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation
GAKI57aE3Yo,training,119,0,47,63,saute diced onions and bell peppers on the pan using olive oil,Season,multiple_action_groups;multi_action_connector,strong action groups detected: Cut|Cook-Heat|Season; connector suggests a multi-step sentence
SZ7TtauNFRU,training,229,3,140,155,add garlic to the food processor and blend,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
SZ7TtauNFRU,training,229,10,510,535,add vegetables and garlic sauce to the pita,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
SZ7TtauNFRU,training,229,11,537,546,place the falafel on the sandwich,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
88YovCsnMxs,validation,106,2,54,62,put the bread aside and prepare a pan heated with butter,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Prep|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
AEpS4UBE6ds,training,302,1,107,118,stir fry ginger,Season,margin_below_0.01;multiple_action_groups,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat
AEpS4UBE6ds,training,302,5,233,245,place the spring roll sheets on a damp cloth,Prep,top1_below_0.35,top similarity score is too low
A4pTxrrBtMU,training,215,3,99,106,remove pan from heat and transfer snails to bowl,Bake,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
A4pTxrrBtMU,training,215,4,107,126,put butter garlic parsley salt and bread crumbs in a bowl and mix well,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
A4pTxrrBtMU,training,215,7,151,168,grill snails and serve,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,strong action groups detected: Cook-Heat|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation
UZGqsSB9cSQ,training,317,1,75,101,add sliced asian pear soy sauce sesame oil onion and garlic to a blender,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Cut|Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
UZGqsSB9cSQ,training,317,4,139,155,add the chopped green onion and sesame seeds to the beef and mix,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Mix; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
UZGqsSB9cSQ,training,317,6,198,216,place the beef and ssamjang paste onto a piece of lettuce,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
WrJ_Xj9FArM,training,207,0,26,52,peel and slice the potatos,Cut,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Prep|Cut; connector suggests a multi-step sentence
RoLhMa9SHsI,training,113,0,40,51,spread the butter on two pieces of bread,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
RoLhMa9SHsI,training,113,3,90,118,add the pickles slices of jalapeno tomatoes and the chadders on top,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
RoLhMa9SHsI,training,113,4,131,138,top it off with the other piece of bread,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
S07Fr83GcBI,validation,113,1,84,101,spread some butter on two slice of sourdough bread,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
S07Fr83GcBI,validation,113,3,122,126,spread some more coconut sugar on top,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Cgyi5kaU7Qc,training,412,1,65,70,mix the chicken with hands,Cook-Heat,margin_below_0.01,top label is barely separated from second label
PNlctwVmbLY,validation,305,4,175,222,mix garlic ginger pepper flakes green onion and honey in a bowl,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence
PNlctwVmbLY,validation,305,5,230,268,mix the paste with the rind,Season,margin_below_0.01,top label is barely separated from second label
-ErPSunMfcs,validation,201,0,22,24,prepare some chicken cutlets and immense them in two beat eggs,Cut,multiple_action_groups;multi_action_connector,strong action groups detected: Prep|Cut|Mix; connector suggests a multi-step sentence
gswKIbddBHw,training,309,2,113,116,place the filling in the center of the wrapper,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
X1e5zsLlbZo,training,304,0,13,27,cook udon noodles in boiling water,Cook-Heat,top1_below_0.35,top similarity score is too low
X1e5zsLlbZo,training,304,5,128,140,add red onion and carrot to the wok,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
X1e5zsLlbZo,training,304,7,155,170,drain the udon noodles,Prep,margin_below_0.01;top1_below_0.35,top label is barely separated from second label; top similarity score is too low
X1e5zsLlbZo,training,304,9,194,205,pour soy sauce onto the noodles,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
4UDMcBe5D3A,training,310,2,109,117,place garnish on ice,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
T2lxCGJ9ekg,training,126,8,219,226,fill a taco shell with the mixture cheddar cheese and chopped iced lettuce,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cut|Mix; connector suggests a multi-step sentence
k-aTILi_nLY,training,120,2,32,37,add the potatoes to the bowl,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
um8-utUa9UI,training,316,0,130,140,bring the vegetable broth to boil remove from heat and add shiitake mushrooms cover it and rest it for twenty mins,Cook-Heat,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Cook-Heat|Idle; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
1U5GzTal-2Y,training,308,0,25,58,spread rice onto the seaweed,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
1U5GzTal-2Y,training,308,7,245,252,add sauce to the top of the roll,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
wR8Ybxpnbwc,validation,308,5,98,101,spread the cooked rice on the sheet of nori shiny side down,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
wR8Ybxpnbwc,validation,308,7,105,114,flip the nori over and add the tuna mixture to the other side,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
wR8Ybxpnbwc,validation,308,8,115,122,roll the bamboo sheet over the nori while adding pressure,Cut,margin_below_0.01;top1_below_0.35;generic_context_verb_very_low_margin,top label is barely separated from second label; top similarity score is too low; generic add/place/put/pour-style wording with very low margin
TO_W2RYL2mA,validation,314,0,20,40,add onion garlic and ginger slice and chicken filet to a sauce pan and cook,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
TO_W2RYL2mA,validation,314,4,72,85,add some chopped cucumber and red chilli,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
TO_W2RYL2mA,validation,314,6,97,105,take the soup out with some boiled ramen to serve,Plate,multiple_action_groups;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cook-Heat|Plate; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
QYl_wwBKt18,validation,120,1,94,98,spray 9x12 inch casserole dish with nonstick spray preferably gluten free,Plate,low_confidence_sensitive_label,Plate prediction is low-confidence and needs manual confirmation
QYl_wwBKt18,validation,120,2,99,112,in a sauce pan add the evaporated skimmed milk chicken bouillon granules and stir over a medium heat until the milk boils,Cook-Heat,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
S8BAT46vJJs,training,127,5,337,347,garnish the baked burritos with cilantro,Prep,margin_below_0.01;multiple_action_groups,top label is barely separated from second label; strong action groups detected: Bake|Plate
Y4SijHJ02Zg,training,225,9,313,324,pour the soup into a serving bowl,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
_pwC3oNzQT8,training,105,3,232,274,dip the chicken in the flour marinade and the bread crumbs,Season,margin_below_0.01,top label is barely separated from second label
JylDlRtH9Tc,validation,303,1,85,118,add bean paste beans and garlic to the pan and stir,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
JylDlRtH9Tc,validation,303,4,175,188,add the scallions to the pan and stir,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
RFE7qdhjgXc,validation,404,1,58,65,add in some flour and baking soda to the chicken too and mix it well,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
RFE7qdhjgXc,validation,404,4,163,182,wash the pan and cook ginger garlic carrot bean sprouts and broccoli in the pan with oil,Cook-Heat,multiple_action_groups;multi_action_connector,strong action groups detected: Prep|Cook-Heat; connector suggests a multi-step sentence
RFE7qdhjgXc,validation,404,5,186,200,cover it to cook and then add in the noodles,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
SSmpg5gmTzc,training,126,3,195,254,chop the beef and soak it in the broth,Season,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Prep|Cut; connector suggests a multi-step sentence
SSmpg5gmTzc,training,126,4,254,283,heat the tortilla on a tortilla pan,Cook-Heat,margin_below_0.01,top label is barely separated from second label
UVHIuuQ0-nA,training,305,3,118,135,add salt to the vegetables and mix them,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
cVDsNLn2zc4,training,214,5,309,320,place pieces of bread into the pan and grill on both sides,Bake,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
cVDsNLn2zc4,training,214,8,385,398,place a piece of bread onto a plate and add a piece of foie shallots and apple,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
v7xUF6_YFcc,training,119,2,350,389,add tomato ketchup on the beef and bake the mixture in the oven,Cook-Heat,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Bake; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
JGp_1OQ_XC8,training,222,4,90,103,garnish with green onion,Cut,margin_below_0.01,top label is barely separated from second label
BTMd6rcevns,training,117,7,85,91,add white vinegar to the boiling water and stir the water,Prep,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
mNhj7SA7c4g,validation,401,0,60,78,add the onion ginger and garlic to the pan,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
C73qiF138VU,validation,119,5,100,108,place the mixture in a meatloaf pan,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
LMoGwLqPM64,training,324,4,96,106,remove the foam then cover,Idle,top1_below_0.35;low_confidence_sensitive_label,top similarity score is too low; Idle prediction is low-confidence and needs manual confirmation
LMoGwLqPM64,training,324,5,111,119,cook the noodles,Plate,low_confidence_sensitive_label,Plate prediction is low-confidence and needs manual confirmation
LMoGwLqPM64,training,324,8,144,146,add the noodles,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
rAvuiOAC-V8,training,216,6,133,171,spread mustard on bread and place sausage onion bacon and sauerkraut to bun,Season,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
IJXdHAGqxhA,training,317,3,82,102,slice the green onions and add them along with the onions and beef to the soy sauce mixture,Cut,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Cut|Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
IJXdHAGqxhA,training,317,5,118,123,cover the bowl with plastic wrap and place in fridge,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
fr_02xrchH0,training,213,1,55,71,add butter 1 spoon salt to a heating pot and whisk well,Season,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
fr_02xrchH0,training,213,4,109,116,pour the sauce on a piece of ham on each bread and pour some shredded cheese on the ham,Cut,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
byZj4mfOJ2s,training,119,1,51,101,add some milk a beaten egg a spoon of soy sauce and some pepper,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
tqA5LByjh_Y,training,124,6,170,218,place the sausage on the grill and grill it along with the onion and bell pepper pan,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cook-Heat|Season; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
tqA5LByjh_Y,training,124,7,220,235,place the provolone cheese on the sausages let grill it on indirect heat,Bake,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
tqA5LByjh_Y,training,124,10,285,302,place the sausage in the roasted bread roll and stuff it with onions and bell pepper mix,Cut,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Cook-Heat|Bake|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
8lqdPpg3w08,training,103,5,230,234,place cheese on the patty,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
TvQjlIaAssw,training,225,3,69,73,add basil to the soup,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
TvQjlIaAssw,training,225,4,77,87,add the pasta and beans to the soup,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
kAD8FSnkm50,training,218,3,115,131,roll the dough out,Mix,margin_below_0.01,top label is barely separated from second label
m20wLqgdmLY,training,101,0,52,71,combine the mayonnaise with dijon mustard grated lemon zest and pepper,Mix,multiple_action_groups;multi_action_connector,strong action groups detected: Cut|Mix|Season; connector suggests a multi-step sentence
_b5ZFYRGFDg,training,323,3,204,207,add bbq pork,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
_b5ZFYRGFDg,training,323,5,287,298,add green onion peas and carrots,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Ws7JgPJsVjs,validation,308,0,54,62,spread rice onto the sheet and flip over,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
Ws7JgPJsVjs,validation,308,4,93,110,place tuna on top of the roll,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
Ws7JgPJsVjs,validation,308,5,115,140,place saran wrap and a mat on top of the roll and press the roll,Mix,top1_below_0.35,top similarity score is too low
92cezdsHEwM,training,225,3,265,290,blend the beans with an immersion blender,Mix,margin_below_0.01,top label is barely separated from second label
92cezdsHEwM,training,225,6,386,398,add water to the soup,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
92cezdsHEwM,training,225,8,497,503,drizzle olive oil on top of the soup,Cook-Heat,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
z6GDbQ7nqic,training,201,1,128,131,heat up the tomoatoe sauce,Idle,low_confidence_sensitive_label,Idle prediction is low-confidence and needs manual confirmation
KgpkoZrOqck,training,321,7,418,470,heat the sesame oil ginger slice minced garlic green onion and chili pepper in the pan,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Cut|Cook-Heat|Season; connector suggests a multi-step sentence
kpRcFx8JQl0,training,211,3,82,90,chop the green onions and add them to a blender,Cut,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Cut|Mix; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
kpRcFx8JQl0,training,211,5,115,155,add the vegetables and butter to the blender and pulse,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
zWHu95io9B4,training,203,7,172,190,now add tomato paste dried basil black pepper and stir well,Mix,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
5nh2CP22dgY,validation,209,10,345,378,spread some parmesan cheese on top,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
LRjJqoeprqg,training,213,3,273,294,spread dijon mustard on half of the bread,Cut,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
LRjJqoeprqg,training,213,5,360,394,pour sauce onto the sandwich and top with a slice of cheese,Plate,multiple_action_groups;multi_action_connector;low_confidence_sensitive_label;generic_context_verb_very_low_margin,strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
j2HzT9LHiUE,training,309,1,17,44,add cold water sesame oil and salt and stir,Season,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
j2HzT9LHiUE,training,309,3,66,94,add meat garlic and chopped prawns to bowl,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
j2HzT9LHiUE,training,309,7,160,166,put the mixture into the fridge,Idle,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
zukEQgbWdsY,training,101,7,233,240,add the swordfish on top of the bread,Plate,margin_below_0.01;low_confidence_sensitive_label;generic_context_verb_very_low_margin,top label is barely separated from second label; Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
zukEQgbWdsY,training,101,8,241,246,add pieces of bacon on top of the fish,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
zukEQgbWdsY,training,101,9,247,254,add lettuce on top of the bacon,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
bpsKpmyexUs,training,222,0,206,236,prepare some healthy mussels that can close firmly,Prep,top1_below_0.35,top similarity score is too low
bpsKpmyexUs,training,222,5,385,415,cover the lid and cook until all the mussels are widely open,Idle,low_confidence_sensitive_label,Idle prediction is low-confidence and needs manual confirmation
7Fd7DjXMeaQ,training,418,0,136,169,add the cumin seeds cardamom and bay leaves to the pot,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
7Fd7DjXMeaQ,training,418,2,206,213,add the tomato puree to the pot,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
7Fd7DjXMeaQ,training,418,3,244,254,add garbanzo beans to the pot,Prep,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
QISvGTL2VDc,validation,423,0,56,63,slice the fish cakes bean curd and boiled eggs,Prep,multiple_action_groups;multi_action_connector,strong action groups detected: Cut|Cook-Heat; connector suggests a multi-step sentence
QISvGTL2VDc,validation,423,4,86,98,place the noodle bean sprout prawn fish cake and eggs into a bowl and pour the gravy over,Plate,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Plate prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
qRUbmEZ6oiA,training,319,1,77,82,cook spinach and eggplant in boiling water,Cook-Heat,margin_below_0.01,top label is barely separated from second label
qRUbmEZ6oiA,training,319,5,286,309,mix the beef egg vegetables and some cooked rice,Prep,margin_below_0.01;multiple_action_groups;multi_action_connector,top label is barely separated from second label; strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence
CElmXCveb48,training,208,2,40,52,peel and cut the potatoes into pieces,Cut,multiple_action_groups;multi_action_connector,strong action groups detected: Prep|Cut; connector suggests a multi-step sentence
CElmXCveb48,training,208,11,158,180,cook the pears in a pot with butter sugar mustard and pepper,Cook-Heat,multiple_action_groups;multi_action_connector,strong action groups detected: Cook-Heat|Season; connector suggests a multi-step sentence
jRdA68GbUMg,training,117,6,222,251,add distilled vinegar to a pan of hot water and add eggs,Mix,margin_below_0.01;generic_context_verb_very_low_margin,top label is barely separated from second label; generic add/place/put/pour-style wording with very low margin
KIvxQGWU5KU,training,211,1,99,104,add tea to it and braise,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
KIvxQGWU5KU,training,211,8,345,363,add the cooked cabbage to the mashed potatoes and mix well,Mix,multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,strong action groups detected: Mix|Cook-Heat; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
N6J2ZQYic_g,training,109,4,135,156,dip the wings in the sauce and place it on the baking sheet with foil,Bake,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Bake prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
DwJpxm7RI3k,training,419,5,154,159,cover the dough,Idle,low_confidence_sensitive_label,Idle prediction is low-confidence and needs manual confirmation
soLZjUyn0CI,validation,124,0,54,67,mix some chilli powder salt turmeric powder and tomato paste on a plate,Plate,margin_below_0.01;multiple_action_groups;multi_action_connector;low_confidence_sensitive_label,top label is barely separated from second label; strong action groups detected: Mix|Season|Plate; connector suggests a multi-step sentence; Plate prediction is low-confidence and needs manual confirmation
soLZjUyn0CI,validation,124,1,67,76,coat the halal hotdogs with the mixture on the plate,Plate,margin_below_0.01;multiple_action_groups;low_confidence_sensitive_label,top label is barely separated from second label; strong action groups detected: Mix|Plate; Plate prediction is low-confidence and needs manual confirmation
WZu2ZAHzjbg,training,418,0,16,110,add oil seeds flour tomatoes and garlic seasoning to a pan and stir,Cook-Heat,margin_below_0.01;multiple_action_groups;multi_action_connector;generic_context_verb_very_low_margin,top label is barely separated from second label; strong action groups detected: Mix|Season; connector suggests a multi-step sentence; generic add/place/put/pour-style wording with very low margin
WZu2ZAHzjbg,training,418,5,159,160,remove the lid,Idle,low_confidence_sensitive_label;generic_context_verb_very_low_margin,Idle prediction is low-confidence and needs manual confirmation; generic add/place/put/pour-style wording with very low margin
