video_id,segment_id,sentence,predicted_label,review_reason
92cezdsHEwM,6,add water to the soup,Prep,Margin below manual review threshold.
92cezdsHEwM,7,add the pasta to the soup,Plate,Prediction is not clearly separated enough for normal use.
92cezdsHEwM,8,drizzle olive oil on top of the soup,Cook-Heat,Margin below manual review threshold.
z6GDbQ7nqic,1,heat up the tomoatoe sauce,Idle,Margin below manual review threshold.
EpMbu7EIYf0,4,take out the scrambled eggs to serve,Plate,Prediction is not clearly separated enough for normal use.
KgpkoZrOqck,3,pour the flour and black pepper on chicken and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
KgpkoZrOqck,7,heat the sesame oil ginger slice minced garlic green onion and chili pepper in the pan,Cook-Heat,Low margin and multiple action groups detected: Cut|Cook-Heat|Season
kpRcFx8JQl0,3,chop the green onions and add them to a blender,Cut,Margin below manual review threshold.
kpRcFx8JQl0,5,add the vegetables and butter to the blender and pulse,Mix,Margin below manual review threshold.
zWHu95io9B4,7,now add tomato paste dried basil black pepper and stir well,Mix,Low margin and multiple action groups detected: Mix|Season
zWHu95io9B4,8,add the meatballs to the sauce cover the lid and simmer,Season,Margin below manual review threshold.
5nh2CP22dgY,10,spread some parmesan cheese on top,Plate,Margin below manual review threshold.
LRjJqoeprqg,3,spread dijon mustard on half of the bread,Cut,Margin below manual review threshold.
LRjJqoeprqg,5,pour sauce onto the sandwich and top with a slice of cheese,Cut,Margin below manual review threshold.
_Fr7cxZOjI4,0,finely chop a clove of garlic and ginger,Cut,Margin below manual review threshold.
_Fr7cxZOjI4,5,add pork to the pan and mix,Mix,Prediction is not clearly separated enough for normal use.
j2HzT9LHiUE,1,add cold water sesame oil and salt and stir,Season,Low margin and multiple action groups detected: Mix|Season
j2HzT9LHiUE,3,add meat garlic and chopped prawns to bowl,Plate,Margin below manual review threshold.
j2HzT9LHiUE,7,put the mixture into the fridge,Idle,Margin below manual review threshold.
j2HzT9LHiUE,9,press the dough,Mix,Margin below manual review threshold.
zukEQgbWdsY,7,add the swordfish on top of the bread,Plate,Margin below manual review threshold.
zukEQgbWdsY,8,add pieces of bacon on top of the fish,Plate,Margin below manual review threshold.
zukEQgbWdsY,9,add lettuce on top of the bacon,Mix,Margin below manual review threshold.
bpsKpmyexUs,5,cover the lid and cook until all the mussels are widely open,Idle,Margin below manual review threshold.
bpsKpmyexUs,6,serve the mussels with the sauce in the pot,Plate,Prediction is not clearly separated enough for normal use.
5pPebDhgKmU,1,place the filling in the center of the wrapper,Idle,Margin below manual review threshold.
7Fd7DjXMeaQ,0,add the cumin seeds cardamom and bay leaves to the pot,Idle,Prediction is not clearly separated enough for normal use.
7Fd7DjXMeaQ,2,add the tomato puree to the pot,Mix,Margin below manual review threshold.
7Fd7DjXMeaQ,3,add garbanzo beans to the pot,Prep,Margin below manual review threshold.
ORHuKU5vxRg,0,peel the potatoes and cut them into halves,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
ORHuKU5vxRg,5,test the potatoes if cooked,Cook-Heat,Margin below manual review threshold.
ORHuKU5vxRg,6,drain the potatoes and add butter milk mayo and little salt and pepper to taste,Season,Low margin and multiple action groups detected: Prep|Season
ORHuKU5vxRg,8,pour the gravy over the mashed potato and sausages to serve,Plate,Prediction is not clearly separated enough for normal use.
QISvGTL2VDc,2,pour in boiling water bean curd and carnation milk,Cook-Heat,Prediction is not clearly separated enough for normal use.
QISvGTL2VDc,4,place the noodle bean sprout prawn fish cake and eggs into a bowl and pour the gravy over,Plate,Margin below manual review threshold.
7QeBiNfke5s,0,boil the pasta in water,Cook-Heat,Margin below manual review threshold.
7QeBiNfke5s,5,add the vegetables to the pasta,Prep,Margin below manual review threshold.
7QeBiNfke5s,7,add salt and pepper and mix the salad,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
DzbWIioCb74,5,dip the hot dog in the batter,Idle,Margin below manual review threshold.
qRUbmEZ6oiA,1,cook spinach and eggplant in boiling water,Cook-Heat,Margin below manual review threshold.
qRUbmEZ6oiA,2,chop some vegetables and set aside,Prep,Moderate-low margin with connector and multiple action groups detected: Cut|Idle
qRUbmEZ6oiA,3,stir fry the vegetables including sprouts carrots onion zucchini and mushroom,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
qRUbmEZ6oiA,5,mix the beef egg vegetables and some cooked rice,Prep,Margin below manual review threshold.
CElmXCveb48,2,peel and cut the potatoes into pieces,Cut,Low margin and multiple action groups detected: Prep|Cut
CElmXCveb48,11,cook the pears in a pot with butter sugar mustard and pepper,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
zLBRrWd4DTo,2,toast the buns,Cook-Heat,Margin below manual review threshold.
zLBRrWd4DTo,4,top the patties with cheese,Cook-Heat,Margin below manual review threshold.
XXBxo6LLj1w,0,add diced celery grated carrot green onion red pepper bok choi bean sprouts chicken ginger pepper and garlic to bowl,Mix,Margin below manual review threshold.
oC5OvA4BK-E,0,add oil garam masala cardamom cinnamon and cloves to a pan,Cook-Heat,Margin below manual review threshold.
oC5OvA4BK-E,1,add ginger garlic paste and vegetables to the pan,Cook-Heat,Margin below manual review threshold.
oC5OvA4BK-E,5,add the masala powder to the pan and stir,Mix,Margin below manual review threshold.
oC5OvA4BK-E,8,spread the vegetables in the dish,Plate,Margin below manual review threshold.
oC5OvA4BK-E,9,add yogurt cashews and almonds to the dish,Season,Margin below manual review threshold.
jRdA68GbUMg,6,add distilled vinegar to a pan of hot water and add eggs,Mix,Margin below manual review threshold.
KIvxQGWU5KU,0,melt butter in a pan and add finely shredded cabbage,Cut,Margin below manual review threshold.
KIvxQGWU5KU,1,add tea to it and braise,Idle,Margin below manual review threshold.
KIvxQGWU5KU,2,stir fry the cabbage,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
2IkN3hTEZ2Y,3,add water and seasoning to the wok,Prep,Margin below manual review threshold.
qtyJmyLVclQ,5,put cooked potaoes in potato ricer and mash them meanwhile remove baked garlic from oven and keep aside to cool,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Bake|Idle
PQxzLMP99BI,4,add salt and flour and milk to potatos and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
N6J2ZQYic_g,4,dip the wings in the sauce and place it on the baking sheet with foil,Bake,Prediction is not clearly separated enough for normal use.
DwJpxm7RI3k,5,cover the dough,Idle,Margin below manual review threshold.
DwJpxm7RI3k,7,knead and divide the dough,Mix,Low margin and multiple action groups detected: Cut|Mix
uJuGp3BUD6o,1,add stock and water to the pot and stir,Mix,Margin below manual review threshold.
uJuGp3BUD6o,2,add risoni and chicken to the pot and stir,Season,Margin below manual review threshold.
soLZjUyn0CI,0,mix some chilli powder salt turmeric powder and tomato paste on a plate,Plate,Low margin and multiple action groups detected: Mix|Season|Plate
soLZjUyn0CI,1,coat the halal hotdogs with the mixture on the plate,Plate,Margin below manual review threshold.
e-GfjjZMabA,0,place chillies ginger onion garlic and tumeric in a food processor and blend them,Mix,Margin below manual review threshold.
e-GfjjZMabA,2,add chicken stock coconut milk tofu prawns and squids,Cut,Margin below manual review threshold.
e-GfjjZMabA,4,pour the soup on the noodles,Plate,Margin below manual review threshold.
WZu2ZAHzjbg,0,add oil seeds flour tomatoes and garlic seasoning to a pan and stir,Cook-Heat,Margin below manual review threshold.
WZu2ZAHzjbg,5,remove the lid,Idle,Margin below manual review threshold.
TGY3iP4X34c,1,add pinto beans water and salt to a pot and boil,Season,Low margin and multiple action groups detected: Cook-Heat|Season
TGY3iP4X34c,2,blend cilantro onion tomato and jalapeno,Mix,Margin below manual review threshold.
TGY3iP4X34c,9,transfer the meat to a bowl,Plate,Prediction is not clearly separated enough for normal use.
TGY3iP4X34c,11,add beans enchiladas sauce onion and cheese to the center of the tortilla,Plate,Margin below manual review threshold.
TGY3iP4X34c,12,roll up the burrito,Idle,Margin below manual review threshold.
TGY3iP4X34c,13,add meat enchiladas sauce onion and cheese to a tortilla,Plate,Prediction is not clearly separated enough for normal use.
TGY3iP4X34c,14,roll up the burrito,Idle,Margin below manual review threshold.
ZvIXsbEUCa0,0,chop some garlic shallots and parsley,Season,Margin below manual review threshold.
ZvIXsbEUCa0,2,add the chopped shallots into the pot,Cook-Heat,Margin below manual review threshold.
ZvIXsbEUCa0,4,add diced tomatoes to the pot,Cut,Margin below manual review threshold.
ZvIXsbEUCa0,7,add the mussels to the pot,Mix,Margin below manual review threshold.
ZvIXsbEUCa0,8,add pale ale to the pot,Idle,Prediction is not clearly separated enough for normal use.
ZvIXsbEUCa0,11,add some butter to the mussels,Mix,Margin below manual review threshold.
ysRLGUndzgg,0,add carrots onions bell peppers and cabbage to the pot and stir,Season,Margin below manual review threshold.
ysRLGUndzgg,7,ladle soup into the bowl and top with green onion,Mix,Margin below manual review threshold.
i2bQ88Ci5p4,4,mix together hot sauce butter worcestershire sauce garlic powder cayenne pepper and corn starch in a pan,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
i2bQ88Ci5p4,5,coat the chicken in flour and then the flour mixture,Mix,Margin below manual review threshold.
ueGKsfUW-PM,6,make falafel patties with the mixture,Mix,Margin below manual review threshold.
e1gtgMczUwE,1,add red bell pepper and green peppers onto the bowl,Mix,Margin below manual review threshold.
e1gtgMczUwE,2,add cucumber dry tomatoes and cheese and mix it well,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
u95xkc4DfAs,1,take the seeds of a bell pepper and cut it to pieces,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
u95xkc4DfAs,5,add the chopped vegetables,Prep,Margin below manual review threshold.
u95xkc4DfAs,6,add the boiled udon noodles,Cook-Heat,Margin below manual review threshold.
G-vY8T7pSTM,4,roll up and press down,Idle,Prediction is not clearly separated enough for normal use.
cwsDQ7M5OTI,7,add vegetables to the pot,Prep,Margin below manual review threshold.
cwsDQ7M5OTI,8,add one cup of elbow macaroni,Mix,Margin below manual review threshold.
J6j0B9hK2Sk,6,add in minced garlic and the prepared shrimp and crab,Cut,Margin below manual review threshold.
XpZZ08wz_4A,0,cut the bell peppers into large flat pieces and place them skin side up on a baking sheet,Prep,Moderate-low margin with connector and multiple action groups detected: Cut|Bake
XpZZ08wz_4A,6,peel the charred skin of the peppers and roughly chop them,Prep,Low margin and multiple action groups detected: Prep|Cut
oR2QDpoatcQ,3,add in the kidney beans and butter,Prep,Margin below manual review threshold.
oR2QDpoatcQ,5,stir and cook it to simmer,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
7h70U1m5hFg,4,top tortillas with the beans some cheese tomatoes lettuce green onions and some sour cream,Mix,Margin below manual review threshold.
7h70U1m5hFg,5,roll the burrito up,Idle,Margin below manual review threshold.
FfyOV00sXEY,3,add water to immerse the ingredients and wait for 5 minutes,Idle,Prediction is not clearly separated enough for normal use.
FfyOV00sXEY,4,switch the flame off remove the bay leaf and blend the ingredients,Mix,Low margin and multiple action groups detected: Prep|Mix
FfyOV00sXEY,9,add some mixed herbs to the soup and wait for 2 minutes,Mix,Margin below manual review threshold.
FfyOV00sXEY,10,garnish the soup with some sugar cream and serve with bread pieces,Plate,Prediction is not clearly separated enough for normal use.
UIElE5H_iHc,4,beat the egg yolks and add a little bit of salt and black pepper,Mix,Low margin and multiple action groups detected: Mix|Season
BPgpTaUH6t0,3,add escargot to pan cook on low heat,Cook-Heat,Margin below manual review threshold.
BPgpTaUH6t0,5,remove from pan and place into toasted bread,Cook-Heat,Margin below manual review threshold.
Dp_khENsaUQ,6,flour again and begin to roll out,Idle,Margin below manual review threshold.
Dp_khENsaUQ,9,turn the heat down a little and when bubbles appear and turn the roti over,Cook-Heat,Margin below manual review threshold.
FzhJGCaaYVs,1,mix melted butter and flour in a pan,Mix,Margin below manual review threshold.
hSsNOSjkWww,1,add an egg parsley and minced garlic and mix it,Mix,Margin below manual review threshold.
nfVXBQwOCMc,4,add the vodka to the pot,Idle,Prediction is not clearly separated enough for normal use.
NHFmZV7XNzc,0,mix plain yogurt chopped cucumber fresh dill salt and black pepper,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
NHFmZV7XNzc,5,mix together egg ground cumin ground coriander salt lemon juice and baking powder,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Bake|Season
NHFmZV7XNzc,10,spread the cucumber sauce on the falafel,Prep,Margin below manual review threshold.
sjh57ujp52M,1,add flour salt and pepper to a bowl and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
TOle-ziRKN4,1,place the filling on the center of the wrapper,Mix,Margin below manual review threshold.
57e54HEcrUE,0,add ting and mustard seeds to the oil,Season,Margin below manual review threshold.
57e54HEcrUE,1,add the daal to the wok,Idle,Margin below manual review threshold.
57e54HEcrUE,4,add onions to the wok,Cut,Margin below manual review threshold.
TMBCzbD7430,0,add sugar angostura bitters orange bitters and bourbon to a glass,Mix,Margin below manual review threshold.
TMBCzbD7430,1,add ice cubes to the glasses,Idle,Margin below manual review threshold.
TMBCzbD7430,6,add the vodka and cream to the sauce,Idle,Prediction is not clearly separated enough for normal use.
#NAME?,2,pour in stock,Idle,Top1 score below manual review threshold.
#NAME?,5,add basil leaves to the soup,Plate,Prediction is not clearly separated enough for normal use.
#NAME?,8,add parmesan butter and milk to the soup,Mix,Margin below manual review threshold.
oKjZW0WTbNI,0,take a bowl and add some olive oil some vinegar dijon mustard and some salt and pepper and mix well,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
RBsbedWWmUI,2,add hoisin sauce to the pork and mix,Mix,Margin below manual review threshold.
RBsbedWWmUI,8,add rice to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
OKyOqfAeARQ,1,add cashew nuts and raisins to the pan,Mix,Margin below manual review threshold.
OKyOqfAeARQ,4,add green peppers and mixed vegetables to the pan,Season,Margin below manual review threshold.
OKyOqfAeARQ,7,add the rice to a greased bowl along with the vegetables,Mix,Margin below manual review threshold.
OKyOqfAeARQ,8,add milk to the top of the rice,Prep,Margin below manual review threshold.
zBexcthy_tA,2,whisk the eggs,Mix,Margin below manual review threshold.
zBexcthy_tA,8,place the chicken in a baking dish,Bake,Prediction is not clearly separated enough for normal use.
JfLGO_437iI,1,add a piece of parmesan rind to the pot,Plate,Prediction is not clearly separated enough for normal use.
JfLGO_437iI,6,pour the soup into a bowl and add parmesan cheese and parsley,Plate,Prediction is not clearly separated enough for normal use.
UoP9ZJKqAh4,1,mash the potatoes with a masher,Cook-Heat,Margin below manual review threshold.
UoP9ZJKqAh4,3,stir the potato mixture with a spoon,Mix,Margin below manual review threshold.
UoP9ZJKqAh4,5,use a tablespoon to make balls out of the mashed potatoes,Mix,Margin below manual review threshold.
UoP9ZJKqAh4,8,coat the mashed potato balls with the beaten egg,Prep,Margin below manual review threshold.
UoP9ZJKqAh4,12,poke a skewer in the balls and serve on a plate,Plate,Margin below manual review threshold.
_EtwHSuT4LA,5,place the filling towards the top of the wrapper,Mix,Margin below manual review threshold.
_EtwHSuT4LA,6,roll the wrapper up halfway,Idle,Margin below manual review threshold.
_EtwHSuT4LA,10,flip the egg rolls over,Idle,Margin below manual review threshold.
WXj9wVPWmj0,0,slice the bread and apply olive oil and cheesy sauce on the bread,Cut,Margin below manual review threshold.
WXj9wVPWmj0,2,top with grated cheese and olive oil,Plate,Margin below manual review threshold.
BAoQWVV-bh4,2,roll the rice paper wrap to enclose the contents,Prep,Margin below manual review threshold.
qq0Wu8fJQLI,3,flip the bread and spread cheese on the bread,Cut,Margin below manual review threshold.
qq0Wu8fJQLI,4,combine 2 slices of bread and let it cook on the grill,Bake,Low margin and multiple action groups detected: Mix|Cook-Heat
qq0Wu8fJQLI,5,cut them and serve,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Plate
jT75QMjRkD0,0,add sesame seeds salt pepper lemon juice and garlic to a blender,Season,Margin below manual review threshold.
luc3a5TQ6z4,2,drain the boiled potatoes in a large bowl,Cook-Heat,Prediction is not clearly separated enough for normal use.
nF67_d1HHnI,6,uncover the dough and remove the air,Mix,Margin below manual review threshold.
nF67_d1HHnI,8,spread mustard on a bread slice sprinkle grated cheese some oregano powder and black pepper and place a slice on top,Season,Moderate-low margin with connector and multiple action groups detected: Cut|Season
nF67_d1HHnI,9,brush the bread with butter and place the sandwich on the pan,Cut,Margin below manual review threshold.
NkU9HSI1S9k,3,add chicken cherry tomatoes and mushrooms,Cut,Margin below manual review threshold.
NkU9HSI1S9k,4,garnish the soup with cilantro leaves,Plate,Margin below manual review threshold.
yxjnWx6TaQ8,1,mix cornmeal flour salt pepper sugar and baking powder,Season,Low margin and multiple action groups detected: Mix|Bake|Season
yxjnWx6TaQ8,4,roll frankfurters in batter until well coated,Mix,Margin below manual review threshold.
F-Pgf8bXDpQ,3,add an escargot to the shell,Bake,Margin below manual review threshold.
F-Pgf8bXDpQ,5,place the shells in a tray,Plate,Margin below manual review threshold.
viwpmylgps0,9,slice and toast the bread in the pan,Bake,Low margin and multiple action groups detected: Cut|Cook-Heat
uf65nfh6X2U,5,mix spices into the yogurt,Season,Low margin and multiple action groups detected: Mix|Season
dB4SW9-y13U,1,add minced garlic and ginger to the pan and stir,Season,Margin below manual review threshold.
dB4SW9-y13U,2,add cooking wine soy sauce an egg and garlic to a bowl of chicken and mix,Mix,Margin below manual review threshold.
dB4SW9-y13U,8,add corn starch slurry to the sauce and mix,Mix,Margin below manual review threshold.
8pYjtrt5Kbg,1,grind the ingredients,Mix,Margin below manual review threshold.
umveZyJ1h1s,5,grate the carrots and transfer it to the big bowl,Cut,Margin below manual review threshold.
umveZyJ1h1s,6,add diced onion and garlic to the bowl,Mix,Margin below manual review threshold.
umveZyJ1h1s,8,transfer everything into a pyrex bowl,Mix,Margin below manual review threshold.
umveZyJ1h1s,10,press down hard using a plate and place a weight,Plate,Prediction is not clearly separated enough for normal use.
sLFCqYYhrZM,3,add some pepper and salt to the dressing and mix well,Mix,Low margin and multiple action groups detected: Mix|Season
9gCDpktlxfs,1,put a scoop of filling in the center the the wrap,Mix,Margin below manual review threshold.
P71govkTh1E,3,add 1 tbsp of hungarian paprika add meat stir until coated with onions and paprika and simmer for 10 minutes,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
P71govkTh1E,5,peel and dice potatoes parsnip and carrots,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
5FOX31OK_pU,1,flip the seaweed over,Idle,Top1 score below manual review threshold.
5FOX31OK_pU,3,roll up and press down with the mat,Idle,Margin below manual review threshold.
uHv9xRooPMc,1,stuff the sushi rice inside the meat slice and place them on a baking sheet in a row,Plate,Low margin and multiple action groups detected: Cut|Bake
uHv9xRooPMc,4,garnish the salmon with a little sushi rice fish roe and thick soy sauce,Plate,Margin below manual review threshold.
6IN_mupBjh8,1,spread some chopped steamed lobster and sauteed shrimp on the dish,Plate,Prediction is not clearly separated enough for normal use.
6IN_mupBjh8,3,mix the pasta and add paprika,Mix,Margin below manual review threshold.
on8-O_f69ys,3,put a pan on medium heat put olive oil and add cut pancetta and cook it crispy,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
on8-O_f69ys,4,take eggs lightly whisk then add grated parmesan cheese grated pepper thick cream and whisk thoroughly to make sauce,Mix,Low margin and multiple action groups detected: Mix|Season
on8-O_f69ys,6,take some water from the boiling pasta and keep it aside,Idle,Prediction is not clearly separated enough for normal use.
on8-O_f69ys,7,put the cooked pasta directly into the pan and toss,Plate,Margin below manual review threshold.
on8-O_f69ys,8,pour cooked pasta into a bowl,Plate,Prediction is not clearly separated enough for normal use.
on8-O_f69ys,11,chop some fresh parsley,Cut,Prediction is not clearly separated enough for normal use.
3z_QhNnSFtM,0,add minced garlic minced onion brown sugar and black pepper and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
3z_QhNnSFtM,2,add ribs and mix,Mix,Margin below manual review threshold.
3z_QhNnSFtM,3,grill the ribs,Cook-Heat,Prediction is not clearly separated enough for normal use.
3z_QhNnSFtM,4,cut the meat and wrap them with rice in a lettuce leaf,Cut,Margin below manual review threshold.
2-mxsib6pJo,6,take the bay leaves out,Idle,Top1 score below manual review threshold.
2-mxsib6pJo,8,add the clams to the soup,Cut,Margin below manual review threshold.
sGzBQrg1adY,2,saute the onions,Cut,Margin below manual review threshold.
sGzBQrg1adY,7,chop the green chiles,Cut,Prediction is not clearly separated enough for normal use.
sGzBQrg1adY,11,add the chick to the pot and mix,Mix,Margin below manual review threshold.
oP6PR4KfH0A,4,add flour into a tray,Bake,Prediction is not clearly separated enough for normal use.
v-GtKLHLmsU,1,place the bacon on the bread,Cook-Heat,Margin below manual review threshold.
v-GtKLHLmsU,2,place tomato on the sandwich,Plate,Margin below manual review threshold.
v-GtKLHLmsU,3,place the lettuce on the sandwich,Cut,Margin below manual review threshold.
dn1qrAHh7k0,0,spread butter on the bread,Mix,Margin below manual review threshold.
dn1qrAHh7k0,1,place the bread on the pan,Bake,Margin below manual review threshold.
nHZsE7T7hwI,1,whisk eggs flour black pepper salt and cayenne powder,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
OpURFOTdycE,2,take all the shredded vegetables in a bowl add 4 tsp salt and mix well,Prep,Low margin and multiple action groups detected: Mix|Season
R2ZODSZjegw,2,pour oil and sesame oil onto a hot pan and add red pepper flakes garlic and ginger and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
R2ZODSZjegw,4,add green onion red bell pepper celery and zucchini to the pan and stir,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Season
R2ZODSZjegw,5,add the sauce to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
PQ97HXmsFR0,13,now add the rolls into the hot oil and cook for 6- 8minutes until they are light golden brown,Cook-Heat,Margin below manual review threshold.
PQ97HXmsFR0,14,once the rolls turn brown remove and place them on a plate with paper towels and serve,Plate,Low margin and multiple action groups detected: Prep|Plate
EixGhZ5lCGQ,2,place the toppings on the pizza,Cut,Margin below manual review threshold.
Y2HYSmo4KaI,5,place the chicken on a bowl of rice and garnish with spring onion,Season,Margin below manual review threshold.
M1HPY6_IEqU,0,mix an egg worcester sauce mustard ketchip pepper onion bell pepper garlic salt and bread crumbs,Season,Low margin and multiple action groups detected: Mix|Season
M1HPY6_IEqU,1,combine the mixture with ground beef,Mix,Margin below manual review threshold.
M1HPY6_IEqU,4,add the sauce to the top of the loaf,Idle,Prediction is not clearly separated enough for normal use.
Db6SYxAfmPM,1,top the batter with blueberries,Idle,Margin below manual review threshold.
Db6SYxAfmPM,4,pour honey on top,Mix,Margin below manual review threshold.
pz1pXfa208Y,4,place salmon on the toast,Cook-Heat,Prediction is not clearly separated enough for normal use.
pz1pXfa208Y,5,place an egg on the salmon,Prep,Margin below manual review threshold.
pz1pXfa208Y,6,pour the sauce on the toast and garnish with parsley and capers,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Plate
QTSklobANsU,8,remove the cooked escargots and serve them in the escargot baking dish itself,Bake,Low margin and multiple action groups detected: Prep|Bake|Plate
JVX1LQa1MP8,0,cut red chilies,Cut,Margin below manual review threshold.
JVX1LQa1MP8,3,heat some olive oil in a wok and add chopped garlic ginger chopped green onions and red bell pepper,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
T2PO609-4t0,8,boil the potatos in water,Cook-Heat,Margin below manual review threshold.
Eg89rR5s8e4,1,add some green chilis and onions and stir,Mix,Margin below manual review threshold.
Eg89rR5s8e4,5,add fresh cream and stir the dal,Mix,Margin below manual review threshold.
Ppnycaaf-zg,0,cut the skin off the fish,Cut,Margin below manual review threshold.
G-AUY-jWzck,1,add onions garlic and spices to the pot and fry,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
HJBQ-NgQ9T0,0,whisk eggs some milk salt and pepper,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
HJBQ-NgQ9T0,3,remove the veal from the wrap and coat the meat with flour on both the sides,Prep,Margin below manual review threshold.
HJBQ-NgQ9T0,9,place a lemon wedge on top,Cook-Heat,Margin below manual review threshold.
bUQ_OAQNyj8,1,place the cabbage in a pot and cover with salt,Season,Margin below manual review threshold.
KUL6f9Q5ER4,1,add an egg and chicken breast and stir,Mix,Prediction is not clearly separated enough for normal use.
KUL6f9Q5ER4,3,add steamed rice chopped onion and pineapple,Plate,Margin below manual review threshold.
KUL6f9Q5ER4,6,add some cooking sauce and stir,Mix,Margin below manual review threshold.
dMhoqii0Cq0,2,put the other piece of bread on the one with ham,Idle,Margin below manual review threshold.
S7hpTy1Rx1k,4,add lettuce cheese tomato oinion and bacon to bread,Mix,Margin below manual review threshold.
bmZB3aszZlA,6,coat the meatballs and spaghetti with the sauce,Plate,Margin below manual review threshold.
vZariS25PF8,7,add the meat to the shell and top with cheese tomato lettuce and salsa,Cut,Margin below manual review threshold.
ikmPrpgWQ5M,1,grind the shallots into a paste,Cut,Margin below manual review threshold.
Ay55c3jSbeI,0,mix garlic soy sauce olive oil brown sugar and pepper corn together,Season,Low margin and multiple action groups detected: Mix|Season
Ay55c3jSbeI,2,squeeze lemon juice on top,Prep,Margin below manual review threshold.
Ay55c3jSbeI,5,slice the bell pepper,Cut,Low margin and multiple action groups detected: Cut|Season
Ay55c3jSbeI,6,add oil salt and pepper to the vegetables and toss,Prep,Moderate-low margin with connector and multiple action groups detected: Mix|Season
Ay55c3jSbeI,7,place the chicken and vegetables on the skewers,Cook-Heat,Margin below manual review threshold.
T0WX6UJQna8,5,add the rice to the wok,Prep,Margin below manual review threshold.
p6LSW9kuRCE,5,place the noodles on the plate and add the cucumber ham scrambled egg tomato and sauce,Plate,Prediction is not clearly separated enough for normal use.
IvDEV7eROm4,1,crush some garlic and put it on the baking pan,Bake,Prediction is not clearly separated enough for normal use.
IvDEV7eROm4,2,spread some pepper sugar vinegar basil and olive oil on top,Season,Margin below manual review threshold.
IvDEV7eROm4,7,heat the bread on a pan,Cook-Heat,Prediction is not clearly separated enough for normal use.
POgIE_9QuYA,0,add shrimp pork egg salt sugar and white pepper to a bowl and mix,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
POgIE_9QuYA,3,transfer the noodles to a cold water bath and return to the hot water,Idle,Margin below manual review threshold.
vV1Z1g94BHI,1,add onion carrots celery to pot,Cook-Heat,Margin below manual review threshold.
vV1Z1g94BHI,10,pour minestrone into a plate,Plate,Prediction is not clearly separated enough for normal use.
3AAdKl1UYZs,4,add cheese and pepper and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
3AAdKl1UYZs,6,add pasta to the pan with the gaunciale,Plate,Prediction is not clearly separated enough for normal use.
Iq1Sn9vERcU,2,heat some butter and add to the mixture,Cook-Heat,Prediction is not clearly separated enough for normal use.
Iq1Sn9vERcU,4,add butter and syrup on top,Mix,Margin below manual review threshold.
GXnzgRC3sd4,1,mix flour baking powder and salt,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Bake|Season
XZIiNz19HWA,3,take the rolling mats and place the nori sheet on the mat with rice facing down,Prep,Margin below manual review threshold.
XZIiNz19HWA,4,place the crab meat sticks on the nori sheet,Cut,Margin below manual review threshold.
XZIiNz19HWA,5,add some cucumber and avocado along with the meat,Season,Margin below manual review threshold.
pNAwkqm4t3A,0,add flour salt pepper curry powder into a bowl,Mix,Margin below manual review threshold.
6MBctYaMU8U,2,add soy sauce and rice vinegar and stir,Mix,Margin below manual review threshold.
01lB162koHA,4,coat the veal in bread crumbs,Prep,Margin below manual review threshold.
Wi9BWzwPsfA,3,spread the sauce on the cheese,Mix,Margin below manual review threshold.
Wi9BWzwPsfA,5,place the top of the sandwich on the bottom of the sandwich,Cut,Margin below manual review threshold.
awQYyYgulLw,4,add the macaroni and let it cook for 8 minutes,Cook-Heat,Margin below manual review threshold.
