video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label,label_quality,recommended_sample_weight
J6j0B9hK2Sk,training,112,7,127,139,add in the chopped onion celery and black olive and stir to mix,Mix,good,1.0
J6j0B9hK2Sk,training,112,8,147,157,rinse the macaroni and add it to the salad,Mix,good,1.0
J6j0B9hK2Sk,training,112,9,160,181,toss the salad and add parsley flakes,Mix,good,1.0
J7gBorrGvDU,validation,102,0,92,108,mix flour baking powder salt paprika and pepper together,Season,good,1.0
J7gBorrGvDU,validation,102,1,115,127,add beer to the mixture,Mix,weak,0.5
J7gBorrGvDU,validation,102,2,169,175,coat some onion rings in the mixture,Season,weak,0.5
J7gBorrGvDU,validation,102,3,191,201,melt some butter in some preheated oil,Cook-Heat,good,1.0
J7gBorrGvDU,validation,102,4,210,261,fry the onion in the oil,Cook-Heat,good,1.0
JAF3Bpy-AsY,training,318,2,95,134,cut up a korean pear and onion,Cut,good,1.0
JAF3Bpy-AsY,training,318,3,134,147,add garlic and ginger to the food processor,Season,good,1.0
JAF3Bpy-AsY,training,318,4,149,157,blend the ingredients in the food processor,Mix,good,1.0
JAF3Bpy-AsY,training,318,6,242,259,coat the ribs in the marinade,Season,weak,0.5
JAF3Bpy-AsY,training,318,8,319,330,cut up the rice cake and mushrooms,Cut,good,1.0
JAF3Bpy-AsY,training,318,9,330,342,skewer the rice cake and mushrooms and grill,Cook-Heat,weak,0.5
JDB_HLywaok,training,317,0,92,114,mix ginger garlic and add hot pepper,Season,weak,0.5
JDB_HLywaok,training,317,1,116,125,add sugar and egg whites to the mixture in the bowl,Mix,good,1.0
JDB_HLywaok,training,317,2,133,154,add quarter cup of korean soy sauce and one cup of rice wine to the mixture in the bowl,Mix,weak,0.5
JDB_HLywaok,training,317,3,154,165,add green onions and one and sesame oil to the mixture in the bowl,Mix,good,1.0
JDB_HLywaok,training,317,4,169,178,stir all the ingredients thoroughly,Mix,good,1.0
JDB_HLywaok,training,317,5,178,189,pour the marinade mixture on the beef,Season,weak,0.5
JDB_HLywaok,training,317,6,196,214,cook the beef on a gas grill,Cook-Heat,good,1.0
JGp_1OQ_XC8,training,222,0,33,38,rinse the mussels in water,Prep,good,1.0
JGp_1OQ_XC8,training,222,1,49,55,add the onion to the pot,Cook-Heat,weak,0.5
JGp_1OQ_XC8,training,222,2,60,63,add the wine and the mussels,Idle,weak,0.5
JGp_1OQ_XC8,training,222,3,67,69,cover the pot,Cook-Heat,weak,0.5
JK0DTF9Edtk,validation,419,0,27,50,add baking powder salt and sugar to a bowl of flour and mix,Mix,good,1.0
JK0DTF9Edtk,validation,419,1,54,81,add milk and oil to the bowl and mix,Mix,good,1.0
JK0DTF9Edtk,validation,419,2,88,122,knead the dough with flour,Mix,good,1.0
JK0DTF9Edtk,validation,419,3,152,156,roll the dough with a rolling pin,Mix,good,1.0
JK0DTF9Edtk,validation,419,4,157,165,add coriander leaves to the dough,Season,good,1.0
JK0DTF9Edtk,validation,419,5,184,192,place the dough into an oven,Bake,good,1.0
JL2WjNsfwmk,training,416,0,16,26,put urad dal and beans in a pot,Prep,weak,0.5
JL2WjNsfwmk,training,416,1,27,42,add a little salt and water,Season,good,1.0
JL2WjNsfwmk,training,416,2,43,70,pressure cook the dal,Season,weak,0.5
JL2WjNsfwmk,training,416,3,78,83,heat some butter in a pan,Cook-Heat,good,1.0
JL2WjNsfwmk,training,416,4,86,124,add cumin seeds chopped onion green chillies and ginger garlic paste,Season,weak,0.5
JL2WjNsfwmk,training,416,5,125,136,saute the ingredients,Season,weak,0.5
JL2WjNsfwmk,training,416,6,139,178,add red chili powder masala powder turmeric powder tomato puree and salt,Season,good,1.0
JL2WjNsfwmk,training,416,7,209,243,add the dal mixture and water,Mix,weak,0.5
JL2WjNsfwmk,training,416,8,269,283,add some cream and fresh parsley,Season,good,1.0
JPbFE731Y0c,validation,216,0,24,56,take butter in a grill pan and add chopped onions garlic and grill it for about 15 minutes,Cook-Heat,good,1.0
JPbFE731Y0c,validation,216,1,57,79,pour the beer into the pan and stir it,Cook-Heat,good,1.0
JPbFE731Y0c,validation,216,4,140,160,remove the foil and cook for about 15 minutes,Bake,good,1.0
JQl2zaUGNSU,training,201,0,45,69,add italian seasoning to the bread crumbs,Season,good,1.0
JQl2zaUGNSU,training,201,1,69,98,coat the chicken in the egg and then the bread crumbs,Cook-Heat,weak,0.5
JQl2zaUGNSU,training,201,2,108,136,fry the chicken in a pan with melted butter,Cook-Heat,good,1.0
JQl2zaUGNSU,training,201,3,142,173,pour marinara sauce and pasta water on top of the chicken,Cook-Heat,weak,0.5
JQl2zaUGNSU,training,201,4,177,189,reduce the heat and cover,Idle,weak,0.5
JRycS8aNXBI,training,305,0,30,81,slice the cabbage,Cut,good,1.0
JRycS8aNXBI,training,305,1,115,135,slice the carrot and radish,Cut,good,1.0
JRycS8aNXBI,training,305,2,135,174,cover the lettuce in salt,Season,good,1.0
JRycS8aNXBI,training,305,3,189,205,add salt to the radish and carrots,Season,weak,0.5
JRycS8aNXBI,training,305,4,219,233,add sugar to a pot of water,Prep,weak,0.5
JRycS8aNXBI,training,305,5,233,282,mix water with the flour and then add the mixture to the pot,Mix,good,1.0
JRycS8aNXBI,training,305,6,343,363,cut the green onion,Cut,good,1.0
JRycS8aNXBI,training,305,7,363,439,add garlic ginger fish sauce chili powder and paprika to the sauce,Season,good,1.0
JRycS8aNXBI,training,305,8,451,473,mix the sauce with the vegetables,Mix,good,1.0
JRycS8aNXBI,training,305,9,504,528,add the mixture to the cabbage,Mix,good,1.0
JWcAs8biQFU,validation,111,0,7,10,dice the apples,Cut,good,1.0
JWcAs8biQFU,validation,111,1,10,12,add lemon juice to the apples and mix,Mix,good,1.0
JWcAs8biQFU,validation,111,2,16,18,chop the celery,Cut,good,1.0
JWcAs8biQFU,validation,111,3,19,28,add raisins cranberries and nuts to the apples,Mix,weak,0.5
JWcAs8biQFU,validation,111,4,28,34,add mayonnaise and mix everything together,Mix,good,1.0
JWcAs8biQFU,validation,111,5,34,37,chill the dish,Idle,weak,0.5
JXCmp1jMi0w,training,105,0,21,46,mix milk ketchup chopped onion and garlic cloves in a seal bag,Season,weak,0.5
JXCmp1jMi0w,training,105,1,47,63,marinate the chicken with the mixture,Season,good,1.0
JXCmp1jMi0w,training,105,2,80,101,season the chicken with some mixed spice,Season,good,1.0
JXCmp1jMi0w,training,105,3,105,119,mix the remaining spice with a large bowl of flour,Mix,good,1.0
JXCmp1jMi0w,training,105,4,131,166,coat the chicken well with the flour mixture in a paper bag,Mix,weak,0.5
JXCmp1jMi0w,training,105,7,206,233,coat the chicken with the liquid and coat it with the flour again,Cook-Heat,weak,0.5
JXCmp1jMi0w,training,105,8,238,277,fry the chicken in deep oil and serve,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,0,61,65,heat oil in a pan,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,1,66,69,cut the potatoes,Cut,weak,0.5
JanpGgH1TaA,training,214,2,99,108,take the fries out of oil and drain,Cook-Heat,weak,0.5
JanpGgH1TaA,training,214,3,110,182,slice the foie gras into pieces,Cut,good,1.0
JanpGgH1TaA,training,214,4,197,224,pour oil into the pan,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,5,231,238,place the french fry in the oil,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,6,256,263,remove the french fries from the oil,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,7,287,292,sprinkle salt on the pan,Season,good,1.0
JanpGgH1TaA,training,214,8,300,397,place the sliced foie gras in the pan and cook flipping them until both the sides are browned,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,9,403,409,remove the cooked foie gras in a plate,Plate,good,1.0
JanpGgH1TaA,training,214,10,423,435,pour cognac on the fried foie gras,Cook-Heat,good,1.0
JanpGgH1TaA,training,214,11,507,510,sprinkle some ground black pepper on the french fries and foie gras,Season,good,1.0
JdDL-ekwq2A,training,401,0,60,73,add spices and some chopped onions to a pot,Season,weak,0.5
JdDL-ekwq2A,training,401,1,90,94,add chopped garlic and ginger to the pot,Season,good,1.0
JdDL-ekwq2A,training,401,3,124,129,stir the curry,Cook-Heat,weak,0.5
JdDL-ekwq2A,training,401,5,138,145,cover the pot and then stir,Cook-Heat,good,1.0
JdDL-ekwq2A,training,401,7,214,218,add coriander leaves on top,Season,good,1.0
JeLdTWqLUY0,training,216,1,72,115,grill the brats,Cook-Heat,weak,0.5
JeLdTWqLUY0,training,216,2,146,160,simmer the brats in beer,Cut,weak,0.5
JfLGO_437iI,training,202,0,53,79,add carrots onions celery and green beans to a pot with salt and tomatoes,Season,weak,0.5
JfLGO_437iI,training,202,1,124,127,add a piece of parmesan rind to the pot,Plate,weak,0.5
JfLGO_437iI,training,202,2,143,158,add a bay leaf to the pot and cover,Season,weak,0.5
JfLGO_437iI,training,202,3,200,206,add kidney beans to the pot,Prep,weak,0.5
JfLGO_437iI,training,202,4,222,225,add pasta to the pot,Plate,good,1.0
JfLGO_437iI,training,202,5,247,253,add parsley to the pot,Season,weak,0.5
JfLGO_437iI,training,202,6,290,334,pour the soup into a bowl and add parmesan cheese and parsley,Plate,weak,0.5
JlXYqpEWUuA,training,208,0,11,40,fry the sausages in a pan with oil,Cook-Heat,good,1.0
JlXYqpEWUuA,training,208,1,61,91,slice the onion and place them next to the sausage in the pan,Cut,good,1.0
JlXYqpEWUuA,training,208,2,123,130,slice the potatoes into chunks and boil them,Cook-Heat,weak,0.5
JlXYqpEWUuA,training,208,3,165,171,pour water in the pan and cover,Cook-Heat,good,1.0
JlXYqpEWUuA,training,208,4,267,270,add tomatoes to the pan,Cook-Heat,good,1.0
JlXYqpEWUuA,training,208,5,330,347,add flour salt and pepper to the pan,Season,good,1.0
JlXYqpEWUuA,training,208,6,366,368,cook the green beans in a pot of water,Prep,weak,0.5
JlXYqpEWUuA,training,208,7,400,424,mash the potatoes with salt pepper and milk,Season,good,1.0
JqjwJIV6pI0,validation,403,0,26,63,mix tamarind sauce plum sugar sugar fish sauce and a pinch of salt together,Season,good,1.0
JqjwJIV6pI0,validation,403,1,125,134,heat olive oil in a pan  add the raddish and fried tofu,Cook-Heat,good,1.0
JqjwJIV6pI0,validation,403,2,137,153,crack eggs into the pan and stir fry,Cook-Heat,good,1.0
JqjwJIV6pI0,validation,403,3,154,160,add the shrimps to the pan,Cook-Heat,weak,0.5
JqjwJIV6pI0,validation,403,4,163,172,add the rice noodles and a little water to the pan,Cook-Heat,weak,0.5
JqjwJIV6pI0,validation,403,5,174,192,stir to mix the ingredients,Mix,good,1.0
JqjwJIV6pI0,validation,403,6,193,226,add the mixed sauce red chili powder leeks sprouts and nuts,Season,weak,0.5
JrOs3kkSZ48,training,325,0,5,19,cook chicken in a pan with pepper,Season,weak,0.5
JrOs3kkSZ48,training,325,1,22,30,add water and chicken stock to a pot,Cook-Heat,good,1.0
JrOs3kkSZ48,training,325,2,36,42,add vegtables to the soup,Plate,weak,0.5
JrOs3kkSZ48,training,325,3,54,73,fry garlic green chillies and ginger in pan,Cook-Heat,good,1.0
JrOs3kkSZ48,training,325,4,85,101,fry vegetables in a pan,Cook-Heat,good,1.0
JrOs3kkSZ48,training,325,6,151,185,add corn flour vinegar sesame oil and soy sauce to the soup,Mix,good,1.0
JrOs3kkSZ48,training,325,7,195,203,add chili flakes to the soup,Season,weak,0.5
JrOs3kkSZ48,training,325,8,208,227,add a scrambled egg to the soup,Mix,good,1.0
Jtusyjv7GiY,validation,124,0,100,107,heat some hot dog buns in a pan,Cook-Heat,good,1.0
Jtusyjv7GiY,validation,124,1,128,150,heat some oil in a pan and fry some chicken sausages in it,Cook-Heat,good,1.0
Jtusyjv7GiY,validation,124,2,228,258,put the lettuce and hot dogs in the buns,Prep,weak,0.5
Jtusyjv7GiY,validation,124,3,258,288,add onion ketchup and mustard,Season,weak,0.5
Jtusyjv7GiY,validation,124,4,290,294,close the bun,Idle,weak,0.5
JxCBGlPgr5o,validation,103,0,53,65,mix the yeast sugar and water,Mix,good,1.0
JxCBGlPgr5o,validation,103,1,68,103,mix the flour salt egg melted butter and yeast mixture into a dough and knead,Mix,good,1.0
JxCBGlPgr5o,validation,103,2,112,118,cut the dough in half,Cut,good,1.0
JxCBGlPgr5o,validation,103,4,129,139,cut out circles from the cough,Cut,weak,0.5
JxCBGlPgr5o,validation,103,6,157,160,cook the buns on a grill,Bake,weak,0.5
JxCBGlPgr5o,validation,103,7,189,194,sprinkle salt on the beef and mix,Season,good,1.0
JxCBGlPgr5o,validation,103,9,209,221,cut out cirlces from the meat,Cut,good,1.0
JxCBGlPgr5o,validation,103,10,223,238,grill the burgers,Cook-Heat,good,1.0
JxCBGlPgr5o,validation,103,11,238,244,place the cheese and bacon on top of the patties,Cook-Heat,good,1.0
JxCBGlPgr5o,validation,103,12,247,269,layer the bun patty sauce tomato rocket and top bun,Cook-Heat,good,1.0
JylDlRtH9Tc,validation,303,0,74,80,add oil to a heated pan,Cook-Heat,good,1.0
JylDlRtH9Tc,validation,303,2,124,136,pour stock into the pan and stir,Cook-Heat,good,1.0
JylDlRtH9Tc,validation,303,3,140,169,add the tofu to the pan and stir,Cook-Heat,weak,0.5
JylDlRtH9Tc,validation,303,5,194,203,transfer the tofu to a bowl,Mix,good,1.0
JylDlRtH9Tc,validation,303,6,204,217,garnish with scallions and pepper,Season,good,1.0
JzU12Qf5FPg,training,105,0,90,127,remove excess fat from the chicken and keep it clean in a tray and season with salt,Season,good,1.0
JzU12Qf5FPg,training,105,1,154,162,add butter to a pan,Cook-Heat,good,1.0
JzU12Qf5FPg,training,105,2,187,245,add surfacing flour and chicken to a  bag and mix,Mix,good,1.0
JzU12Qf5FPg,training,105,3,292,348,fry the the chicken,Cook-Heat,good,1.0
JzU12Qf5FPg,training,105,4,374,419,flip the chicken,Cook-Heat,good,1.0
JzU12Qf5FPg,training,105,5,426,464,bake the chicken in the oven,Bake,good,1.0
JzU12Qf5FPg,training,105,6,489,503,place the chicken on paper towel,Prep,weak,0.5
K16Rr-pPKKI,training,114,0,103,202,chop some potatoes into chunks and boil in a pot of water,Cook-Heat,good,1.0
K16Rr-pPKKI,training,114,1,213,270,mash the potatoes and add butter and shredded cheese,Cut,weak,0.5
K16Rr-pPKKI,training,114,2,275,300,add some chopped chives salt and pepper and mash again,Season,good,1.0
K16Rr-pPKKI,training,114,3,305,318,add milk and mix everything together,Mix,good,1.0
K6Uk5vNi1_Q,training,401,0,85,104,roast cinnamon stick cloves green cardamom red chillies cumin seeds fennel seeds coriander seeds and poppy seeds,Season,good,1.0
K6Uk5vNi1_Q,training,401,1,107,117,add in the the coconut and stir,Cook-Heat,weak,0.5
K6Uk5vNi1_Q,training,401,2,173,180,heat the oil and add in the onions,Cook-Heat,good,1.0
K6Uk5vNi1_Q,training,401,3,183,186,salt the onions,Season,good,1.0
K6Uk5vNi1_Q,training,401,4,219,265,add in the minced ginger and garlic turmeric powder curry leaves spice paste and red chili powder,Season,weak,0.5
K6Uk5vNi1_Q,training,401,6,327,350,add in the chicken mix and cook,Cook-Heat,good,1.0
K6Uk5vNi1_Q,training,401,7,371,378,add salt and a squeeze of lime,Season,good,1.0
K8cfa-hIT-8,training,324,0,92,108,prepare a pot of boiled water and add 2 packs of chicken stock,Cook-Heat,good,1.0
K8cfa-hIT-8,training,324,1,116,126,add 4 garlic cloves and 1 tbsp ginger,Season,good,1.0
K8cfa-hIT-8,training,324,3,170,181,add sliced red pepper and chopped shiitake mushrooms,Season,weak,0.5
K8cfa-hIT-8,training,324,4,224,227,cover the pot and let it heat to a boil,Cook-Heat,good,1.0
K8cfa-hIT-8,training,324,7,313,316,cover the pot,Cook-Heat,weak,0.5
KAQ6pA9r4wk,training,423,0,22,40,coat the chicken with salt pepper and hot spice,Season,good,1.0
KAQ6pA9r4wk,training,423,1,43,45,fry the chicken on a pan,Cook-Heat,good,1.0
KAQ6pA9r4wk,training,423,2,49,52,cut the squash,Cut,good,1.0
KAQ6pA9r4wk,training,423,3,53,55,boil a pot of water,Cook-Heat,good,1.0
KAQ6pA9r4wk,training,423,4,56,60,add a chicken stock cube in,Cut,weak,0.5
KAQ6pA9r4wk,training,423,5,63,66,grate the squash in a blender and add to the water,Prep,weak,0.5
KAQ6pA9r4wk,training,423,6,71,80,blend red chili ginger coriander and spring onion in the blender,Season,good,1.0
KAQ6pA9r4wk,training,423,8,101,109,blend everything and add to the water,Mix,good,1.0
KAQ6pA9r4wk,training,423,10,120,128,cut two bunches of asparagus and add to the pot,Cut,good,1.0
KAQ6pA9r4wk,training,423,11,133,142,season the chicken with honey sesame seeds and lime juice,Season,good,1.0
KCIGy7lt_Og,training,205,0,40,72,slice the tomato,Cut,good,1.0
KCIGy7lt_Og,training,205,1,72,139,spread tomato sauce on the dough,Mix,good,1.0
KCIGy7lt_Og,training,205,2,148,187,place mozzarella cheese on the pizza,Cut,weak,0.5
KCIGy7lt_Og,training,205,3,193,224,place basil onto the pizza,Plate,good,1.0
KCIGy7lt_Og,training,205,4,232,252,place tomatoes on top of the pizza,Plate,weak,0.5
KCIGy7lt_Og,training,205,5,252,257,cook the pizza in the oven,Bake,good,1.0
KDwsw3XLhUo,training,209,0,51,86,heat olive oil in a pan and add onions and carrots,Cook-Heat,good,1.0
KDwsw3XLhUo,training,209,2,131,141,add flour and mix,Mix,good,1.0
KDwsw3XLhUo,training,209,5,195,225,season it with black pepper and salt mix and transfer it to baking dish,Season,good,1.0
KDwsw3XLhUo,training,209,6,249,270,spread the potato and parsnip mash on the top,Prep,weak,0.5
KDwsw3XLhUo,training,209,7,297,302,bake the dish in oven,Bake,good,1.0
KF6W7hSjLYI,training,109,0,141,194,season the chicken with salt pepper chicken seasoning and salt,Season,good,1.0
KF6W7hSjLYI,training,109,1,256,265,bake in an oven,Bake,good,1.0
KF6W7hSjLYI,training,109,2,275,300,add butter and tomato paste to a pan,Cook-Heat,good,1.0
KF6W7hSjLYI,training,109,3,335,370,put the cooked chicken in the sauce,Cook-Heat,good,1.0
KF6W7hSjLYI,training,109,4,375,395,add the chicken to the dish and cook in the oven,Bake,good,1.0
KIvxQGWU5KU,training,211,0,48,85,melt butter in a pan and add finely shredded cabbage,Cut,weak,0.5
KIvxQGWU5KU,training,211,2,118,159,stir fry the cabbage,Cook-Heat,weak,0.5
KIvxQGWU5KU,training,211,3,183,185,heat some butter and creme fresh,Cook-Heat,weak,0.5
KIvxQGWU5KU,training,211,4,210,213,add some freshly ground black pepper to cabbage,Season,good,1.0
KIvxQGWU5KU,training,211,5,217,265,add the steamed potatoes to the melted butter and mash them,Cook-Heat,good,1.0
KIvxQGWU5KU,training,211,6,266,303,stir the cabbage and continue mashing,Prep,weak,0.5
KIvxQGWU5KU,training,211,7,312,317,add salt and pepper,Season,good,1.0
KP-sFwyyi2k,training,303,0,12,24,dry the tofu in a paper towel,Prep,good,1.0
KP-sFwyyi2k,training,303,1,41,47,add oil into the wok,Cook-Heat,good,1.0
KP-sFwyyi2k,training,303,2,56,73,fry the tofu in the wok,Cook-Heat,good,1.0
KP-sFwyyi2k,training,303,4,96,172,add beans chilis sauce ginger and green onions to the wok,Season,weak,0.5
KP-sFwyyi2k,training,303,5,173,187,mix everything together in the wok,Mix,good,1.0
KP-sFwyyi2k,training,303,6,198,200,serve the tofu on a plate,Plate,good,1.0
KTQeLdmlzBo,validation,127,0,158,168,microwave the tortillas,Bake,good,1.0
KTQeLdmlzBo,validation,127,1,178,205,add cooked beans curry rice tomato paste and sour cream on top,Season,weak,0.5
KTQeLdmlzBo,validation,127,4,285,316,fry the burrito,Cook-Heat,good,1.0
KUL6f9Q5ER4,training,412,0,133,142,heat some cooking oil in a pan,Cook-Heat,good,1.0
KUL6f9Q5ER4,training,412,1,146,182,add an egg and chicken breast and stir,Cook-Heat,weak,0.5
KUL6f9Q5ER4,training,412,2,185,213,add the shrimp and stir fry,Cook-Heat,good,1.0
KUL6f9Q5ER4,training,412,4,225,242,add curry powder peeled carrots and beans,Season,weak,0.5
KUL6f9Q5ER4,training,412,5,243,265,stir the rice,Mix,good,1.0
KUL6f9Q5ER4,training,412,7,288,305,add raisin cashew nuts and stir,Mix,good,1.0
KYoelaJY5LA,validation,225,0,56,67,add oil onions garlic and chili flakes to a pot,Season,weak,0.5
KYoelaJY5LA,validation,225,1,80,88,add chicken broth and thyme to the pot,Cook-Heat,weak,0.5
KYoelaJY5LA,validation,225,3,108,115,add salt tomatoes and beans to the soup,Season,weak,0.5
KYoelaJY5LA,validation,225,4,123,130,add the pasta to the soup,Plate,weak,0.5
KbigOSh4b7I,training,207,0,73,84,preheat the oil in a large pan on medium high heat,Cook-Heat,good,1.0
KbigOSh4b7I,training,207,1,93,108,mix flour corn starch salt and baking powder,Season,good,1.0
KbigOSh4b7I,training,207,2,111,129,mix the egg and beer,Mix,good,1.0
KbigOSh4b7I,training,207,3,132,145,transfer the liquid to the powder mixture and whisk to combine,Mix,good,1.0
KbigOSh4b7I,training,207,4,147,158,dry the fish fillet with paper towel,Prep,good,1.0
KbigOSh4b7I,training,207,5,196,252,coat the fish fillet in the mixture and fry it in the oil,Cook-Heat,good,1.0
Kbrkj7wZ4UA,training,419,0,72,82,add baking powder salt and flour to a bowl and mix,Mix,good,1.0
Kbrkj7wZ4UA,training,419,1,85,98,add melted butter yogurt minced garlic coriander leaves to the bowl and mix,Mix,good,1.0
Kbrkj7wZ4UA,training,419,2,99,112,add water to the bowl and knead the dough,Mix,good,1.0
Kbrkj7wZ4UA,training,419,3,113,140,sprinkle dry flour and knead the dough,Mix,good,1.0
Kbrkj7wZ4UA,training,419,4,160,166,wrap the dough in plastic wrap,Mix,good,1.0
Kbrkj7wZ4UA,training,419,5,235,293,roll a ball of dough into a thin shape,Cut,weak,0.5
Kbrkj7wZ4UA,training,419,6,317,333,pat the naan with water and place on a hot pan,Cook-Heat,good,1.0
Kbrkj7wZ4UA,training,419,8,352,358,remove the naan from the pan place in a plate and rub butter on it,Cook-Heat,good,1.0
KchBiFT7Vlg,training,202,0,10,28,chop the red onions into small pieces and mince the garlic,Cut,good,1.0
KchBiFT7Vlg,training,202,1,32,74,peel the carrots and cut them into small pieces dice the celery and cucumber,Cut,weak,0.5
KchBiFT7Vlg,training,202,3,94,100,chop rosemary herbs finely,Season,weak,0.5
KchBiFT7Vlg,training,202,4,101,109,heat a pan with olive oil and cook the bacon lardons,Cook-Heat,good,1.0
KchBiFT7Vlg,training,202,5,110,116,add chopped carrots celery and onions and saute,Cut,weak,0.5
KchBiFT7Vlg,training,202,6,117,123,add a pinch of salt black pepper and the chopped herbs into the pan,Season,weak,0.5
KchBiFT7Vlg,training,202,8,140,141,pour the stock into the bowl and bring it to a boil,Mix,good,1.0
KchBiFT7Vlg,training,202,10,148,160,add chopped cucumber and spinach,Cut,weak,0.5
KchBiFT7Vlg,training,202,11,168,172,sprinkle parmesan cheese and oil,Season,good,1.0
KfAq4KRIVs4,training,405,0,208,222,add green chilies chopped onions coriander powder and garam masala powder to a pressure cooker,Season,weak,0.5
KfAq4KRIVs4,training,405,1,229,264,add ginger garlic paste chili powder turmeric coriander leaves coconut milk and some lamb shack,Season,good,1.0
KfAq4KRIVs4,training,405,2,281,317,pour water in and cover,Prep,good,1.0
KfAq4KRIVs4,training,405,3,343,386,take off the lid remove the meat and add tomato puree to the curry,Cook-Heat,weak,0.5
KfAq4KRIVs4,training,405,4,454,465,stir and add the meat,Cook-Heat,weak,0.5
KgpkoZrOqck,training,321,0,79,94,mix chicken stock and sugar,Mix,good,1.0
KgpkoZrOqck,training,321,1,96,116,add the white vinegar hoisin sauce and mix,Mix,good,1.0
KgpkoZrOqck,training,321,2,136,152,mix the corn starch to thicken it,Mix,weak,0.5
KgpkoZrOqck,training,321,3,244,258,pour the flour and black pepper on chicken and stir,Season,weak,0.5
KgpkoZrOqck,training,321,4,267,277,add the egg white to the chicken,Cook-Heat,good,1.0
KgpkoZrOqck,training,321,5,289,314,coat the chicken in the corn starch,Cook-Heat,weak,0.5
KgpkoZrOqck,training,321,6,333,376,fry the chicken in hot oil in a pan,Cook-Heat,good,1.0
KgpkoZrOqck,training,321,8,473,492,pour the prepared sauce in the pan,Cook-Heat,weak,0.5
KgpkoZrOqck,training,321,9,505,530,add in the fried chicken and stir,Cook-Heat,good,1.0
Kkhvy9rQHaQ,training,106,0,77,80,stir macaroni and butter,Mix,good,1.0
Kkhvy9rQHaQ,training,106,1,96,101,add some cubed cheese,Cut,good,1.0
Kkhvy9rQHaQ,training,106,2,109,115,add shredded cheese,Cut,good,1.0
Kkhvy9rQHaQ,training,106,3,131,152,crack eggs and mix it with some cream,Mix,good,1.0
Kkhvy9rQHaQ,training,106,4,155,161,pour the mixture to the macaroni and mix them well,Mix,good,1.0
Kkhvy9rQHaQ,training,106,5,191,193,put the mixture in a baking pan,Mix,good,1.0
Kkhvy9rQHaQ,training,106,6,226,248,cook in an oven,Bake,good,1.0
KmqfNQG1BXk,training,314,0,26,35,put some pork and crushed ginger in a pot with water,Season,weak,0.5
KmqfNQG1BXk,training,314,1,35,38,cover and heat the pot until the liquid boils,Cook-Heat,good,1.0
KmqfNQG1BXk,training,314,2,39,48,take out the pork and take out the fat after freezing it,Cut,weak,0.5
KmqfNQG1BXk,training,314,3,58,81,marinate pork with sauce and heat in another pot until a boil and take out pork,Cook-Heat,good,1.0
KmqfNQG1BXk,training,314,4,86,108,peel the eggs,Prep,good,1.0
KmqfNQG1BXk,training,314,6,110,134,mix flour baking soda and salt together,Mix,good,1.0
KmqfNQG1BXk,training,314,7,142,165,make the hand made noodles with the mixture,Mix,good,1.0
KmqfNQG1BXk,training,314,8,167,175,boil the noodles in water,Prep,weak,0.5
KmqfNQG1BXk,training,314,9,175,177,cut some cilantro and green onions,Cut,good,1.0
KmqfNQG1BXk,training,314,10,178,182,cook some spinach in water and cut it,Prep,weak,0.5
KmqfNQG1BXk,training,314,11,183,190,cut the eggs in half and cut some naruto maki,Cut,good,1.0
KmqfNQG1BXk,training,314,12,190,201,place all the ingredients on the noodles,Mix,weak,0.5
KoKkf5qEW8w,training,324,0,12,27,boil some udon noodles in a pot of water,Cook-Heat,good,1.0
KoKkf5qEW8w,training,324,1,32,107,chop some ginger onion carrots leek and mizuna,Prep,weak,0.5
KoKkf5qEW8w,training,324,3,132,157,add some water two shiitake mushrooms kombu seaweed and cook with lid on,Cook-Heat,weak,0.5
KoKkf5qEW8w,training,324,4,158,165,drain the udon noodles when they are boiled,Prep,weak,0.5
KoKkf5qEW8w,training,324,5,180,202,add miso paste and the drained noodles to the soup,Plate,weak,0.5
KoKkf5qEW8w,training,324,6,215,225,serve the noodles with soup and mizuna,Plate,good,1.0
KpzFf81iax8,training,401,0,6,51,season some chicken breast with tumeric powder coriander red chilli lemon oil and salt,Season,good,1.0
KpzFf81iax8,training,401,1,56,72,add onions tomatoes ginger garlic and green chillies to a food processor,Season,weak,0.5
KpzFf81iax8,training,401,2,73,87,blend the ingredient in the food processor,Mix,good,1.0
KpzFf81iax8,training,401,3,82,124,heat some oil and add cumin seeds and the mixture,Mix,weak,0.5
KpzFf81iax8,training,401,4,148,183,add some oil garlic and some spice to a pan,Cook-Heat,weak,0.5
KpzFf81iax8,training,401,5,213,217,add some tomato puree to the pan,Cook-Heat,weak,0.5
KpzFf81iax8,training,401,6,241,263,add curry powder red chili powder and coriander powder,Season,good,1.0
KpzFf81iax8,training,401,7,292,300,add garam masala when the curry is cooked,Cook-Heat,good,1.0
KpzFf81iax8,training,401,8,300,315,add chicken masala,Season,weak,0.5
KpzFf81iax8,training,401,10,384,433,put the marinated chicken in the curry add some water and cook with the lid on,Cook-Heat,good,1.0
Krmi9Is522c,training,421,0,90,132,add flour salt and oil and mix into a dough,Mix,good,1.0
